timedelta,user_id,f0,intensity,jitter,log_energy,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,onset_strength,poly_features_0,poly_features_1,shimmer,spectral_bandwidth,spectral_centroid,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_flatness,spectral_rolloff,zero_crossing_rate,gaze_on,nod_no,nod_yes,prob_face_anger,prob_face_contempt,prob_face_disgust,prob_face_fear,prob_face_happiness,prob_face_neutral,prob_face_sadness,prob_face_surprise,smile,is_speaking
00:00:00,5deb1865986140241391d84a,,0.0,,-114.85538390127842,-492.7176,,,,,,,,,,,,,,,,,,,,,,,,,,9.094812828766074,9.094812828766074,9.094812828766074,9.094812828766074,9.094812828766074,9.094812828766074,9.094812828766074,1.0000007,,,,,,,,,,,,,,,False
00:00:00,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:01,5deb1865986140241391d84a,,0.3705512813634457,,-70.30393742242468,-430.37845,60.79189,1.9075043999999999,-14.083482,-2.2895665000000003,-15.715848999999999,-0.8810793,-4.987408599999999,-1.5342040000000001,4.9045043,3.1687832,0.6319477,46.776740000000004,18.562763,0.78101784,8.721929,-38.367313,10.978662,-3.8585832000000004,10.369978999999999,1.1514168,-7.30997796493773e-06,0.21681611965259484,,4992.15180904802,7377.566772642176,10.51738749221539,8.958946709774898,11.243151443798217,15.991345838562195,14.286464342740445,15.14750367403982,28.342567564395107,0.39823008,13067.366803278688,0.2269867443647541,,,,,,,,,,,,,True
00:00:01,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:02,5deb1865986140241391d84a,191.35872321356567,0.7662602541637158,0.6712828065445096,-25.649666706929892,-347.0072,113.81981,0.36493772,-2.7685459,-2.574749,-17.296684,2.3459293999999997,-5.092384,-9.750489,-4.520996599999999,-3.5975683,-3.2578932999999997,68.4361,35.16639,16.747255,17.065357000000002,-29.869871000000003,-1.6718872,-12.055614,-0.27713102,1.0971377,-9.699559458514852e-05,1.6313503793811497,20.17789074644516,3655.1932207134532,3142.9900857964985,17.757164199898067,13.460771510663983,15.021259502970267,20.59827914952671,20.592225173800003,23.2233589204157,37.155325514160864,0.0003510293,6233.90625,0.06427734375,1.0,0.0,0.0,0.012988760772337815,0.012857221002722607,0.03361471499123707,0.01431323731255894,0.7276955842971802,0.09039505506496362,0.09088469775803068,0.01725072668592349,1.0,True
00:00:02,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:03,5deb1865986140241391d84a,179.6763152987372,0.9511787988728062,0.6056544151600685,-40.42977720688985,-411.4544,87.61458,-2.2370229,-4.2566357,-8.665837,-12.114545,-4.562292,-3.5776873,-6.4220424000000005,-5.2435203,-4.968209,-3.8154676,49.733523999999996,26.033274,15.767022,6.597295,-6.5577179999999995,-6.4393363,-9.472947999999999,-6.3578567999999995,0.5615351,-3.8052343920499705e-05,0.6219488318003592,13.894478250189369,3310.167208518285,2266.234418062552,16.179822246895984,11.311139677443487,15.277496734558554,17.275072204976677,18.000035802247428,17.635165634581632,29.967648799939884,0.0004283829799999999,5050.78125,0.0405615234375,1.0,0.0,0.0,0.016909347847104073,0.062341329331199326,0.03421224715809027,0.01528764164282216,0.3101866758531994,0.25215581556161243,0.2618967907296287,0.047010161293049656,0.0,True
00:00:03,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:04,5deb1865986140241391d84a,105.40741541364454,0.6947119101563778,2.163470994961657,-49.25568948105794,-455.14145,47.867214000000004,-3.9653935,-5.6215095999999996,-5.002929,-5.0559697,-6.534004,-7.3503566,-6.306763,-5.3204513,-5.983467,-6.7457012999999995,37.281822,28.00866,19.723406,10.104941,1.8526939999999998,-0.8214386,-0.21691005,-1.0795518,0.3998271,-2.112579359178449e-05,0.34140339870907044,13.897402162860795,3605.5185431511322,1957.108248303817,19.04157150854132,12.29596261709585,16.861045671870492,18.495023109483093,16.560683523058927,14.660400838179415,22.504832930889016,0.00039638084,4011.09375,0.0214892578125,1.0,0.0,0.0,0.011403280892409384,0.039657934801653034,0.015877917787292972,0.0073675043240655205,0.11855681287124753,0.1913235168904066,0.6015733294188976,0.014239696669392288,0.0,True
00:00:04,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:05,5deb1865986140241391d84a,216.44221774470057,0.8078611765808437,0.9055123399436356,-25.21901936962905,-357.52414,112.86653000000001,-1.0524598,-10.730783,-7.1490206999999995,-9.848509,-6.43004,-8.940672,-7.3054476,-1.0523103,-7.236308,-5.1927023000000005,47.074146,38.319862,25.589872,15.133065,-17.5164,-16.646473,-6.2894177,1.4259540000000002,1.3287948,-6.787663069861554e-05,1.1306027873477051,14.117064537454064,2506.244762168308,2153.052096255457,14.245103264800944,15.011824684621802,15.868990998127767,18.743771834636156,22.35413453340025,17.234889120447267,34.70351668919386,0.00022811428,4271.015625,0.0528173828125,1.0,0.0,0.0,0.01684960126030174,0.038961554623462936,0.02576080768961798,0.006415978719649667,0.13593494214794852,0.20759677548300134,0.555678205056624,0.01280214518985965,0.0,True
00:00:05,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
00:00:06,5deb1865986140241391d84a,209.18640943573882,0.8513661554315928,1.6363819300537177,-23.558929103226372,-292.5486,77.53588,-15.405192000000001,-17.831844,-2.8465157000000003,-10.041666000000001,-2.0973154999999997,-8.383777,-9.806629,-4.4498644,-3.880531,-12.826449,55.35921999999999,55.352740000000004,-6.6152625,41.85398,-23.939370999999998,3.3264690000000003,-7.043627000000001,-0.18427007,1.5544288999999998,-8.858638455036676e-05,1.7091881847320165,16.913832040410565,4528.21130494403,4991.70571821807,13.415245835235467,12.851514354339391,17.388675073144224,15.906309617973626,17.969750922355722,19.051239885771228,45.33638535807908,0.00045922395999999994,9898.828125,0.1163818359375,1.0,0.0,0.0,0.017447942961007358,0.02087805718183517,0.015849176235496996,0.045835234038531784,0.11751186884939673,0.15997484736144546,0.4711464405059814,0.1513564181048423,0.0,True
00:00:06,5efbbac9041ae7163c083d36,,0.0,,-110.52395775687843,-491.13434000000007,,,,,,,,,,,,,,,,,,,,,,,,,,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,10.25768979179952,1.0000007,,,,,,,,,,,,,,,False
